method,success,s,type,seed
HTP,1,41,linear,12226
HTP',1,41,linear,12226
HTP,1,44,gaussian,13013
HTP',1,44,gaussian,13013
HTP,0,49,flat,14415
HTP',0,49,flat,14415
HTP,1,55,linear,16452
HTP',0,55,linear,16452
HTP,1,40,gaussian,11892
HTP',1,40,gaussian,11892
HTP,1,54,gaussian,16099
HTP',0,54,gaussian,16099
HTP,1,52,gaussian,15450
HTP',1,52,gaussian,15450
HTP,0,63,flat,18619
HTP',0,63,flat,18619
HTP,1,51,gaussian,15137
HTP',0,51,gaussian,15137
HTP,1,46,gaussian,13692
HTP',0,46,gaussian,13692
HTP,1,44,gaussian,13014
HTP',1,44,gaussian,13014
HTP,0,48,flat,14129
HTP',0,48,flat,14129
HTP,1,45,gaussian,13376
HTP',1,45,gaussian,13376
HTP,0,57,flat,16812
HTP',0,57,flat,16812
HTP,1,42,linear,12586
HTP',1,42,linear,12586
HTP,0,61,linear,18252
HTP',0,61,linear,18252
HTP,1,55,linear,16453
HTP',0,55,linear,16453
HTP,1,60,gaussian,17893
HTP',0,60,gaussian,17893
HTP,1,59,gaussian,17562
HTP',0,59,gaussian,17562
HTP,0,49,flat,14416
HTP',0,49,flat,14416
HTP,1,46,gaussian,13693
HTP',0,46,gaussian,13693
HTP,0,58,flat,17184
HTP',0,58,flat,17184
HTP,1,51,gaussian,15138
HTP',1,51,gaussian,15138
HTP,0,50,flat,14790
HTP',0,50,flat,14790
HTP,0,48,flat,14130
HTP',0,48,flat,14130
HTP,1,54,linear,16100
HTP',1,54,linear,16100
HTP,1,53,gaussian,15737
HTP',0,53,gaussian,15737
HTP,1,52,gaussian,15451
HTP',1,52,gaussian,15451
HTP,1,44,gaussian,13015
HTP',1,44,gaussian,13015
HTP,1,42,linear,12587
HTP',1,42,linear,12587
HTP,0,63,flat,18620
HTP',0,63,flat,18620
HTP,0,57,flat,16813
HTP',0,57,flat,16813
HTP,1,41,linear,12227
HTP',1,41,linear,12227
HTP,1,55,linear,16454
HTP',0,55,linear,16454
HTP,1,40,gaussian,11893
HTP',1,40,gaussian,11893
HTP,1,59,gaussian,17563
HTP',0,59,gaussian,17563
HTP,1,61,linear,18253
HTP',0,61,linear,18253
HTP,1,45,gaussian,13377
HTP',1,45,gaussian,13377
HTP,1,60,gaussian,17894
HTP',0,60,gaussian,17894
HTP,0,49,flat,14417
HTP',0,49,flat,14417
HTP,0,48,flat,14131
HTP',0,48,flat,14131
HTP,1,51,gaussian,15139
HTP',0,51,gaussian,15139
HTP,1,46,gaussian,13694
HTP',1,46,gaussian,13694
HTP,0,50,flat,14791
HTP',0,50,flat,14791
HTP,1,54,linear,16101
HTP',0,54,linear,16101
HTP,1,52,gaussian,15452
HTP',0,52,gaussian,15452
HTP,0,63,flat,18621
HTP',0,63,flat,18621
HTP,1,42,linear,12588
HTP',1,42,linear,12588
HTP,1,44,gaussian,13016
HTP',1,44,gaussian,13016
HTP,0,58,flat,17185
HTP',0,58,flat,17185
HTP,1,53,gaussian,15738
HTP',1,53,gaussian,15738
HTP,1,41,linear,12228
HTP',1,41,linear,12228
HTP,0,49,flat,14418
HTP',0,49,flat,14418
HTP,1,61,linear,18254
HTP',0,61,linear,18254
HTP,1,55,linear,16455
HTP',0,55,linear,16455
HTP,0,59,gaussian,17564
HTP',0,59,gaussian,17564
HTP,0,48,flat,14132
HTP',0,48,flat,14132
HTP,0,57,flat,16814
HTP',0,57,flat,16814
HTP,1,54,linear,16102
HTP',0,54,linear,16102
HTP,1,42,linear,12589
HTP',1,42,linear,12589
HTP,1,60,gaussian,17895
HTP',0,60,gaussian,17895
HTP,1,45,gaussian,13378
HTP',1,45,gaussian,13378
HTP,0,50,flat,14792
HTP',0,50,flat,14792
HTP,1,52,gaussian,15453
HTP',1,52,gaussian,15453
HTP,1,40,gaussian,11894
HTP',1,40,gaussian,11894
HTP,0,63,flat,18622
HTP',0,63,flat,18622
HTP,0,48,flat,14133
HTP',0,48,flat,14133
HTP,0,49,flat,14419
HTP',0,49,flat,14419
HTP,1,54,linear,16103
HTP',0,54,linear,16103
HTP,0,58,flat,17186
HTP',0,58,flat,17186
HTP,1,46,gaussian,13695
HTP',1,46,gaussian,13695
HTP,1,41,linear,12229
HTP',1,41,linear,12229
HTP,1,53,gaussian,15739
HTP',0,53,gaussian,15739
HTP,0,57,flat,16815
HTP',0,57,flat,16815
HTP,1,51,gaussian,15140
HTP',1,51,gaussian,15140
HTP,1,45,gaussian,13379
HTP',0,45,gaussian,13379
HTP,1,44,gaussian,13017
HTP',1,44,gaussian,13017
HTP,1,52,gaussian,15454
HTP',0,52,gaussian,15454
HTP,1,60,gaussian,17896
HTP',0,60,gaussian,17896
HTP,1,42,linear,12590
HTP',1,42,linear,12590
HTP,0,50,flat,14793
HTP',0,50,flat,14793
HTP,1,55,linear,16456
HTP',0,55,linear,16456
HTP,1,59,gaussian,17565
HTP',0,59,gaussian,17565
HTP,0,48,flat,14134
HTP',0,48,flat,14134
HTP,1,61,linear,18255
HTP',0,61,linear,18255
HTP,1,52,gaussian,15455
HTP',0,52,gaussian,15455
HTP,1,54,linear,16104
HTP',0,54,linear,16104
HTP,1,59,gaussian,17566
HTP',0,59,gaussian,17566
HTP,1,44,gaussian,13018
HTP',0,44,gaussian,13018
HTP,0,58,flat,17187
HTP',0,58,flat,17187
HTP,1,45,gaussian,13380
HTP',1,45,gaussian,13380
HTP,0,55,linear,16457
HTP',0,55,linear,16457
HTP,0,60,gaussian,17897
HTP',0,60,gaussian,17897
HTP,0,50,flat,14794
HTP',0,50,flat,14794
HTP,1,53,gaussian,15740
HTP',0,53,gaussian,15740
HTP,0,48,flat,14135
HTP',0,48,flat,14135
HTP,1,41,linear,12230
HTP',1,41,linear,12230
HTP,1,42,linear,12591
HTP',1,42,linear,12591
HTP,0,49,flat,14420
HTP',0,49,flat,14420
HTP,1,40,gaussian,11895
HTP',1,40,gaussian,11895
HTP,0,57,flat,16816
HTP',0,57,flat,16816
HTP,1,51,gaussian,15141
HTP',0,51,gaussian,15141
HTP,0,63,flat,18623
HTP',0,63,flat,18623
HTP,1,54,linear,16105
HTP',0,54,linear,16105
HTP,1,52,gaussian,15456
HTP',0,52,gaussian,15456
HTP,0,61,linear,18256
HTP',0,61,linear,18256
HTP,1,60,gaussian,17898
HTP',0,60,gaussian,17898
HTP,1,59,gaussian,17567
HTP',0,59,gaussian,17567
HTP,0,58,flat,17188
HTP',0,58,flat,17188
HTP,1,46,gaussian,13696
HTP',1,46,gaussian,13696
HTP,0,64,flat,18972
HTP',0,64,flat,18972
HTP,1,45,gaussian,13381
HTP',1,45,gaussian,13381
HTP,1,55,linear,16458
HTP',0,55,linear,16458
HTP,0,50,flat,14795
HTP',0,50,flat,14795
HTP,1,53,gaussian,15741
HTP',0,53,gaussian,15741
HTP,1,54,linear,16106
HTP',1,54,linear,16106
HTP,1,45,gaussian,13382
HTP',1,45,gaussian,13382
HTP,1,51,gaussian,15142
HTP',0,51,gaussian,15142
HTP,0,49,flat,14421
HTP',0,49,flat,14421
HTP,0,64,flat,18973
HTP',0,64,flat,18973
HTP,0,57,flat,16817
HTP',0,57,flat,16817
HTP,1,60,gaussian,17899
HTP',0,60,gaussian,17899
HTP,0,63,flat,18624
HTP',0,63,flat,18624
HTP,1,44,gaussian,13019
HTP',1,44,gaussian,13019
HTP,1,40,gaussian,11896
HTP',1,40,gaussian,11896
HTP,1,42,linear,12592
HTP',1,42,linear,12592
HTP,1,46,gaussian,13697
HTP',1,46,gaussian,13697
HTP,1,52,gaussian,15457
HTP',0,52,gaussian,15457
HTP,0,58,flat,17189
HTP',0,58,flat,17189
HTP,0,50,flat,14796
HTP',0,50,flat,14796
HTP,1,59,gaussian,17568
HTP',0,59,gaussian,17568
HTP,1,41,linear,12231
HTP',1,41,linear,12231
HTP,1,54,linear,16107
HTP',0,54,linear,16107
HTP,1,45,gaussian,13383
HTP',1,45,gaussian,13383
HTP,1,61,linear,18257
HTP',0,61,linear,18257
HTP,0,60,linear,17900
HTP',0,60,linear,17900
HTP,1,51,gaussian,15143
HTP',1,51,gaussian,15143
HTP,1,53,gaussian,15742
HTP',0,53,gaussian,15742
HTP,1,59,gaussian,17569
HTP',0,59,gaussian,17569
HTP,0,63,flat,18625
HTP',0,63,flat,18625
HTP,1,55,linear,16459
HTP',1,55,linear,16459
HTP,0,64,flat,18974
HTP',0,64,flat,18974
HTP,0,49,flat,14422
HTP',0,49,flat,14422
HTP,1,52,gaussian,15458
HTP',0,52,gaussian,15458
HTP,0,57,flat,16818
HTP',0,57,flat,16818
HTP,0,50,flat,14797
HTP',0,50,flat,14797
HTP,1,40,gaussian,11897
HTP',1,40,gaussian,11897
HTP,0,58,flat,17190
HTP',0,58,flat,17190
HTP,1,60,linear,17901
HTP',0,60,linear,17901
HTP,1,65,gaussian,19344
HTP',0,65,gaussian,19344
HTP,1,46,gaussian,13698
HTP',1,46,gaussian,13698
HTP,0,59,gaussian,17570
HTP',0,59,gaussian,17570
HTP,1,45,gaussian,13384
HTP',1,45,gaussian,13384
HTP,1,41,linear,12232
HTP',1,41,linear,12232
HTP,1,42,linear,12593
HTP',1,42,linear,12593
HTP,1,54,linear,16108
HTP',0,54,linear,16108
HTP,1,55,linear,16460
HTP',0,55,linear,16460
HTP,0,61,linear,18258
HTP',0,61,linear,18258
HTP,0,50,flat,14798
HTP',0,50,flat,14798
HTP,1,51,gaussian,15144
HTP',1,51,gaussian,15144
HTP,0,57,flat,16819
HTP',0,57,flat,16819
HTP,0,63,flat,18626
HTP',0,63,flat,18626
HTP,0,64,flat,18975
HTP',0,64,flat,18975
HTP,1,52,gaussian,15459
HTP',0,52,gaussian,15459
HTP,0,49,flat,14423
HTP',0,49,flat,14423
HTP,0,60,linear,17902
HTP',0,60,linear,17902
HTP,1,65,gaussian,19345
HTP',0,65,gaussian,19345
HTP,1,40,gaussian,11898
HTP',1,40,gaussian,11898
HTP,1,55,linear,16461
HTP',0,55,linear,16461
HTP,0,58,flat,17191
HTP',0,58,flat,17191
HTP,1,59,gaussian,17571
HTP',0,59,gaussian,17571
HTP,1,54,linear,16109
HTP',0,54,linear,16109
HTP,1,42,linear,12594
HTP',1,42,linear,12594
HTP,1,53,gaussian,15743
HTP',1,53,gaussian,15743
HTP,1,61,linear,18259
HTP',0,61,linear,18259
HTP,1,41,linear,12233
HTP',1,41,linear,12233
HTP,1,51,gaussian,15145
HTP',0,51,gaussian,15145
HTP,1,52,gaussian,15460
HTP',1,52,gaussian,15460
HTP,0,63,flat,18627
HTP',0,63,flat,18627
HTP,0,50,flat,14799
HTP',0,50,flat,14799
HTP,0,64,flat,18976
HTP',0,64,flat,18976
HTP,1,46,gaussian,13699
HTP',1,46,gaussian,13699
HTP,1,45,gaussian,13385
HTP',1,45,gaussian,13385
HTP,0,57,flat,16820
HTP',0,57,flat,16820
HTP,1,55,linear,16462
HTP',0,55,linear,16462
HTP,0,49,flat,14424
HTP',0,49,flat,14424
HTP,1,54,linear,16110
HTP',0,54,linear,16110
HTP,0,65,gaussian,19346
HTP',0,65,gaussian,19346
HTP,1,51,gaussian,15146
HTP',1,51,gaussian,15146
HTP,0,61,linear,18260
HTP',0,61,linear,18260
HTP,0,59,gaussian,17572
HTP',0,59,gaussian,17572
HTP,0,58,flat,17192
HTP',0,58,flat,17192
HTP,1,53,gaussian,15744
HTP',0,53,gaussian,15744
HTP,1,60,linear,17903
HTP',0,60,linear,17903
HTP,1,52,gaussian,15461
HTP',1,52,gaussian,15461
HTP,0,64,flat,18977
HTP',0,64,flat,18977
HTP,1,40,gaussian,11899
HTP',1,40,gaussian,11899
HTP,1,41,linear,12234
HTP',1,41,linear,12234
HTP,1,42,linear,12595
HTP',1,42,linear,12595
HTP,0,63,flat,18628
HTP',0,63,flat,18628
HTP,1,51,gaussian,15147
HTP',0,51,gaussian,15147
HTP,0,57,flat,16821
HTP',0,57,flat,16821
HTP,1,54,linear,16111
HTP',0,54,linear,16111
HTP,0,55,linear,16463
HTP',0,55,linear,16463
HTP,1,61,linear,18261
HTP',0,61,linear,18261
HTP,0,58,flat,17193
HTP',0,58,flat,17193
HTP,1,65,gaussian,19347
HTP',0,65,gaussian,19347
HTP,1,52,gaussian,15462
HTP',0,52,gaussian,15462
HTP,1,53,gaussian,15745
HTP',0,53,gaussian,15745
HTP,1,50,gaussian,14800
HTP',1,50,gaussian,14800
HTP,0,64,flat,18978
HTP',0,64,flat,18978
HTP,1,59,gaussian,17573
HTP',0,59,gaussian,17573
HTP,0,49,flat,14425
HTP',0,49,flat,14425
HTP,1,46,linear,13700
HTP',1,46,linear,13700
HTP,1,45,gaussian,13386
HTP',1,45,gaussian,13386
HTP,0,63,flat,18629
HTP',0,63,flat,18629
HTP,1,60,linear,17904
HTP',0,60,linear,17904
HTP,0,57,flat,16822
HTP',0,57,flat,16822
HTP,1,41,linear,12235
HTP',1,41,linear,12235
HTP,1,52,gaussian,15463
HTP',0,52,gaussian,15463
HTP,1,42,linear,12596
HTP',1,42,linear,12596
HTP,1,53,gaussian,15746
HTP',0,53,gaussian,15746
HTP,0,59,gaussian,17574
HTP',0,59,gaussian,17574
HTP,1,65,gaussian,19348
HTP',0,65,gaussian,19348
HTP,0,61,linear,18262
HTP',0,61,linear,18262
HTP,1,40,linear,11900
HTP',1,40,linear,11900
HTP,1,55,linear,16464
HTP',0,55,linear,16464
HTP,1,54,linear,16112
HTP',1,54,linear,16112
HTP,1,51,gaussian,15148
HTP',1,51,gaussian,15148
HTP,0,64,flat,18979
HTP',0,64,flat,18979
HTP,0,58,flat,17194
HTP',0,58,flat,17194
HTP,1,50,gaussian,14801
HTP',1,50,gaussian,14801
HTP,0,49,flat,14426
HTP',0,49,flat,14426
HTP,0,63,flat,18630
HTP',0,63,flat,18630
HTP,1,60,linear,17905
HTP',0,60,linear,17905
HTP,1,45,gaussian,13387
HTP',1,45,gaussian,13387
HTP,1,52,gaussian,15464
HTP',0,52,gaussian,15464
HTP,1,59,gaussian,17575
HTP',0,59,gaussian,17575
HTP,1,41,linear,12236
HTP',1,41,linear,12236
HTP,1,46,linear,13701
HTP',1,46,linear,13701
HTP,1,55,linear,16465
HTP',1,55,linear,16465
HTP,0,57,flat,16823
HTP',0,57,flat,16823
HTP,0,65,gaussian,19349
HTP',0,65,gaussian,19349
HTP,1,42,linear,12597
HTP',1,42,linear,12597
HTP,1,54,linear,16113
HTP',0,54,linear,16113
HTP,1,53,gaussian,15747
HTP',0,53,gaussian,15747
HTP,0,61,linear,18263
HTP',0,61,linear,18263
HTP,0,64,flat,18980
HTP',0,64,flat,18980
HTP,0,58,flat,17195
HTP',0,58,flat,17195
HTP,1,40,linear,11901
HTP',1,40,linear,11901
HTP,1,45,gaussian,13388
HTP',1,45,gaussian,13388
HTP,1,51,gaussian,15149
HTP',1,51,gaussian,15149
HTP,0,49,flat,14427
HTP',0,49,flat,14427
HTP,1,50,gaussian,14802
HTP',1,50,gaussian,14802
HTP,1,52,gaussian,15465
HTP',0,52,gaussian,15465
HTP,1,55,linear,16466
HTP',0,55,linear,16466
HTP,1,60,linear,17906
HTP',0,60,linear,17906
HTP,0,63,flat,18631
HTP',0,63,flat,18631
HTP,1,46,linear,13702
HTP',1,46,linear,13702
HTP,1,59,gaussian,17576
HTP',0,59,gaussian,17576
HTP,1,41,linear,12237
HTP',1,41,linear,12237
HTP,1,53,gaussian,15748
HTP',0,53,gaussian,15748
HTP,0,65,gaussian,19350
HTP',0,65,gaussian,19350
HTP,1,51,gaussian,15150
HTP',1,51,gaussian,15150
HTP,1,54,linear,16114
HTP',0,54,linear,16114
HTP,1,61,linear,18264
HTP',0,61,linear,18264
HTP,0,64,flat,18981
HTP',0,64,flat,18981
HTP,1,52,gaussian,15466
HTP',0,52,gaussian,15466
HTP,0,57,flat,16824
HTP',0,57,flat,16824
HTP,0,49,flat,14428
HTP',0,49,flat,14428
HTP,1,55,linear,16467
HTP',0,55,linear,16467
HTP,1,45,gaussian,13389
HTP',1,45,gaussian,13389
HTP,0,60,linear,17907
HTP',0,60,linear,17907
HTP,1,42,linear,12598
HTP',1,42,linear,12598
HTP,0,63,flat,18632
HTP',0,63,flat,18632
HTP,0,58,flat,17196
HTP',0,58,flat,17196
HTP,1,51,gaussian,15151
HTP',1,51,gaussian,15151
HTP,1,50,gaussian,14803
HTP',0,50,gaussian,14803
HTP,1,59,gaussian,17577
HTP',0,59,gaussian,17577
HTP,0,65,gaussian,19351
HTP',0,65,gaussian,19351
HTP,1,40,linear,11902
HTP',1,40,linear,11902
HTP,1,41,linear,12238
HTP',1,41,linear,12238
HTP,1,54,linear,16115
HTP',0,54,linear,16115
HTP,1,53,gaussian,15749
HTP',0,53,gaussian,15749
HTP,0,63,flat,18633
HTP',0,63,flat,18633
HTP,0,57,flat,16825
HTP',0,57,flat,16825
HTP,1,52,gaussian,15467
HTP',0,52,gaussian,15467
HTP,1,59,gaussian,17578
HTP',0,59,gaussian,17578
HTP,0,61,linear,18265
HTP',0,61,linear,18265
HTP,0,49,flat,14429
HTP',0,49,flat,14429
HTP,1,55,linear,16468
HTP',1,55,linear,16468
HTP,1,46,linear,13703
HTP',1,46,linear,13703
HTP,0,64,flat,18982
HTP',0,64,flat,18982
HTP,0,58,flat,17197
HTP',0,58,flat,17197
HTP,0,54,linear,16116
HTP',0,54,linear,16116
HTP,1,60,linear,17908
HTP',0,60,linear,17908
HTP,1,40,linear,11903
HTP',1,40,linear,11903
HTP,1,51,gaussian,15152
HTP',0,51,gaussian,15152
HTP,1,50,gaussian,14804
HTP',1,50,gaussian,14804
HTP,0,65,gaussian,19352
HTP',0,65,gaussian,19352
HTP,1,41,linear,12239
HTP',1,41,linear,12239
HTP,1,59,gaussian,17579
HTP',0,59,gaussian,17579
HTP,1,45,gaussian,13390
HTP',1,45,gaussian,13390
HTP,0,63,flat,18634
HTP',0,63,flat,18634
HTP,1,42,linear,12599
HTP',1,42,linear,12599
HTP,1,55,linear,16469
HTP',0,55,linear,16469
HTP,1,52,gaussian,15468
HTP',1,52,gaussian,15468
HTP,0,64,flat,18983
HTP',0,64,flat,18983
HTP,0,61,linear,18266
HTP',0,61,linear,18266
HTP,1,53,gaussian,15750
HTP',0,53,gaussian,15750
HTP,0,57,flat,16826
HTP',0,57,flat,16826
HTP,0,54,linear,16117
HTP',0,54,linear,16117
HTP,1,51,gaussian,15153
HTP',0,51,gaussian,15153
HTP,0,58,flat,17198
HTP',0,58,flat,17198
HTP,1,52,gaussian,15469
HTP',0,52,gaussian,15469
HTP,0,65,gaussian,19353
HTP',0,65,gaussian,19353
HTP,1,60,linear,17909
HTP',0,60,linear,17909
HTP,1,43,flat,12600
HTP',1,43,flat,12600
HTP,0,59,gaussian,17580
HTP',0,59,gaussian,17580
HTP,0,51,gaussian,15154
HTP',0,51,gaussian,15154
HTP,1,50,gaussian,14805
HTP',0,50,gaussian,14805
HTP,0,63,flat,18635
HTP',0,63,flat,18635
HTP,0,49,flat,14430
HTP',1,49,flat,14430
HTP,1,52,gaussian,15470
HTP',0,52,gaussian,15470
HTP,1,46,linear,13704
HTP',1,46,linear,13704
HTP,0,64,flat,18984
HTP',0,64,flat,18984
HTP,1,54,linear,16118
HTP',0,54,linear,16118
HTP,1,53,gaussian,15751
HTP',0,53,gaussian,15751
HTP,1,55,linear,16470
HTP',0,55,linear,16470
HTP,1,45,gaussian,13391
HTP',1,45,gaussian,13391
HTP,0,61,linear,18267
HTP',0,61,linear,18267
HTP,0,66,linear,19716
HTP',0,66,linear,19716
HTP,0,65,gaussian,19354
HTP',0,65,gaussian,19354
HTP,1,41,linear,12240
HTP',1,41,linear,12240
HTP,0,57,flat,16827
HTP',0,57,flat,16827
HTP,0,60,linear,17910
HTP',0,60,linear,17910
HTP,1,51,gaussian,15155
HTP',1,51,gaussian,15155
HTP,0,43,flat,12601
HTP',0,43,flat,12601
HTP,1,59,gaussian,17581
HTP',0,59,gaussian,17581
HTP,0,58,flat,17199
HTP',0,58,flat,17199
HTP,0,63,flat,18636
HTP',0,63,flat,18636
HTP,1,52,gaussian,15471
HTP',0,52,gaussian,15471
HTP,0,64,flat,18985
HTP',0,64,flat,18985
HTP,0,49,flat,14431
HTP',0,49,flat,14431
HTP,1,53,gaussian,15752
HTP',0,53,gaussian,15752
HTP,1,54,linear,16119
HTP',0,54,linear,16119
HTP,1,50,gaussian,14806
HTP',1,50,gaussian,14806
HTP,0,61,linear,18268
HTP',0,61,linear,18268
HTP,1,67,linear,20088
HTP',0,67,linear,20088
HTP,1,60,linear,17911
HTP',0,60,linear,17911
HTP,0,66,linear,19717
HTP',0,66,linear,19717
HTP,1,65,gaussian,19355
HTP',0,65,gaussian,19355
HTP,1,46,linear,13705
HTP',1,46,linear,13705
HTP,1,51,gaussian,15156
HTP',0,51,gaussian,15156
HTP,1,55,linear,16471
HTP',0,55,linear,16471
HTP,0,64,flat,18986
HTP',0,64,flat,18986
HTP,1,58,gaussian,17200
HTP',0,58,gaussian,17200
HTP,1,41,linear,12241
HTP',1,41,linear,12241
HTP,0,57,flat,16828
HTP',0,57,flat,16828
HTP,0,63,flat,18637
HTP',0,63,flat,18637
HTP,0,49,flat,14432
HTP',0,49,flat,14432
HTP,1,52,gaussian,15472
HTP',1,52,gaussian,15472
HTP,1,54,linear,16120
HTP',0,54,linear,16120
HTP,0,43,flat,12602
HTP',1,43,flat,12602
HTP,1,59,gaussian,17582
HTP',0,59,gaussian,17582
HTP,0,65,gaussian,19356
HTP',0,65,gaussian,19356
HTP,1,51,gaussian,15157
HTP',1,51,gaussian,15157
HTP,1,60,linear,17912
HTP',0,60,linear,17912
HTP,0,61,linear,18269
HTP',0,61,linear,18269
HTP,1,53,gaussian,15753
HTP',1,53,gaussian,15753
HTP,0,57,flat,16829
HTP',0,57,flat,16829
HTP,0,67,linear,20089
HTP',0,67,linear,20089
HTP,1,58,gaussian,17201
HTP,0,64,flat,18987
HTP',0,64,flat,18987
HTP',0,58,gaussian,17201
HTP,1,54,linear,16121
HTP',0,54,linear,16121
HTP,0,49,flat,14433
HTP',0,49,flat,14433
HTP,1,50,gaussian,14807
HTP',0,50,gaussian,14807
HTP,0,63,flat,18638
HTP',0,63,flat,18638
HTP,1,55,linear,16472
HTP',1,55,linear,16472
HTP,1,41,linear,12242
HTP',1,41,linear,12242
HTP,0,66,linear,19718
HTP',0,66,linear,19718
HTP,1,59,gaussian,17583
HTP',0,59,gaussian,17583
HTP,1,46,linear,13706
HTP',1,46,linear,13706
HTP,1,43,flat,12603
HTP',1,43,flat,12603
HTP,1,51,gaussian,15158
HTP',0,51,gaussian,15158
HTP,1,52,gaussian,15473
HTP',1,52,gaussian,15473
HTP,0,65,gaussian,19357
HTP',0,65,gaussian,19357
HTP,1,53,gaussian,15754
HTP',0,53,gaussian,15754
HTP,0,60,linear,17913
HTP',0,60,linear,17913
HTP,0,58,gaussian,17202
HTP',0,58,gaussian,17202
HTP,1,46,linear,13707
HTP',1,46,linear,13707
HTP,0,63,flat,18639
HTP',0,63,flat,18639
HTP,0,67,linear,20090
HTP',0,67,linear,20090
HTP,1,54,linear,16122
HTP',0,54,linear,16122
HTP,1,59,gaussian,17584
HTP',0,59,gaussian,17584
HTP,0,49,flat,14434
HTP',0,49,flat,14434
HTP,0,57,flat,16830
HTP',0,57,flat,16830
HTP,1,50,gaussian,14808
HTP',0,50,gaussian,14808
HTP,1,61,linear,18270
HTP',0,61,linear,18270
HTP,0,64,flat,18988
HTP',0,64,flat,18988
HTP,0,43,flat,12604
HTP',0,43,flat,12604
HTP,1,51,gaussian,15159
HTP',0,51,gaussian,15159
HTP,1,41,linear,12243
HTP',1,41,linear,12243
HTP,0,65,gaussian,19358
HTP',0,65,gaussian,19358
HTP,1,52,gaussian,15474
HTP',0,52,gaussian,15474
HTP,1,55,linear,16473
HTP',0,55,linear,16473
HTP,1,53,gaussian,15755
HTP',0,53,gaussian,15755
HTP,1,58,gaussian,17203
HTP',0,58,gaussian,17203
HTP,0,49,flat,14435
HTP',0,49,flat,14435
HTP,1,59,gaussian,17585
HTP',0,59,gaussian,17585
HTP,0,43,flat,12605
HTP',0,43,flat,12605
HTP,0,66,linear,19719
HTP',0,66,linear,19719
HTP,0,63,flat,18640
HTP',0,63,flat,18640
HTP,1,54,linear,16123
HTP',1,54,linear,16123
HTP,1,60,linear,17914
HTP',0,60,linear,17914
HTP,1,46,linear,13708
HTP',1,46,linear,13708
HTP,1,51,gaussian,15160
HTP',1,51,gaussian,15160
HTP,0,64,flat,18989
HTP',0,64,flat,18989
HTP,1,61,linear,18271
HTP',0,61,linear,18271
HTP,1,50,gaussian,14809
HTP',0,50,gaussian,14809
HTP,0,52,gaussian,15475
HTP',0,52,gaussian,15475
HTP,0,67,linear,20091
HTP',0,67,linear,20091
HTP,0,57,flat,16831
HTP',0,57,flat,16831
HTP,0,59,gaussian,17586
HTP',0,59,gaussian,17586
HTP,1,55,linear,16474
HTP',0,55,linear,16474
HTP,1,51,gaussian,15161
HTP',0,51,gaussian,15161
HTP,1,58,gaussian,17204
HTP',0,58,gaussian,17204
HTP,0,65,gaussian,19359
HTP',0,65,gaussian,19359
HTP,1,41,linear,12244
HTP',1,41,linear,12244
HTP,1,52,gaussian,15476
HTP',0,52,gaussian,15476
HTP,1,60,linear,17915
HTP',0,60,linear,17915
HTP,0,49,flat,14436
HTP',0,49,flat,14436
HTP,1,53,gaussian,15756
HTP',0,53,gaussian,15756
HTP,1,46,linear,13709
HTP',1,46,linear,13709
HTP,0,63,flat,18641
HTP',0,63,flat,18641
HTP,0,64,flat,18990
HTP',0,64,flat,18990
HTP,0,43,flat,12606
HTP',1,43,flat,12606
HTP,0,59,gaussian,17587
HTP',0,59,gaussian,17587
HTP,0,54,linear,16124
HTP',0,54,linear,16124
HTP,0,66,linear,19720
HTP',0,66,linear,19720
HTP,1,50,gaussian,14810
HTP',1,50,gaussian,14810
HTP,0,67,linear,20092
HTP',0,67,linear,20092
HTP,0,55,linear,16475
HTP',0,55,linear,16475
HTP,1,52,gaussian,15477
HTP',0,52,gaussian,15477
HTP,1,51,gaussian,15162
HTP',0,51,gaussian,15162
HTP,0,61,linear,18272
HTP',0,61,linear,18272
HTP,0,64,flat,18991
HTP',0,64,flat,18991
HTP,1,59,gaussian,17588
HTP',0,59,gaussian,17588
HTP,0,57,flat,16832
HTP',0,57,flat,16832
HTP,0,49,flat,14437
HTP',0,49,flat,14437
HTP,0,65,gaussian,19360
HTP',0,65,gaussian,19360
HTP,0,60,linear,17916
HTP',0,60,linear,17916
HTP,1,58,gaussian,17205
HTP',0,58,gaussian,17205
HTP,1,41,linear,12245
HTP',1,41,linear,12245
HTP,0,63,flat,18642
HTP',0,63,flat,18642
HTP,1,51,gaussian,15163
HTP',0,51,gaussian,15163
HTP,1,46,linear,13710
HTP',1,46,linear,13710
HTP,1,52,gaussian,15478
HTP',0,52,gaussian,15478
HTP,0,67,linear,20093
HTP',0,67,linear,20093
HTP,1,50,gaussian,14811
HTP',1,50,gaussian,14811
HTP,1,55,linear,16476
HTP',0,55,linear,16476
HTP,1,54,linear,16125
HTP',0,54,linear,16125
HTP,1,43,flat,12607
HTP',1,43,flat,12607
HTP,1,51,gaussian,15164
HTP',1,51,gaussian,15164
HTP,0,63,flat,18643
HTP',0,63,flat,18643
HTP,0,57,flat,16833
HTP',0,57,flat,16833
HTP,1,66,linear,19721
HTP',0,66,linear,19721
HTP,1,53,gaussian,15757
HTP',1,53,gaussian,15757
HTP,1,52,gaussian,15479
HTP,0,64,flat,18992
HTP',0,52,gaussian,15479
HTP',0,64,flat,18992
HTP,0,49,flat,14438
HTP',0,49,flat,14438
HTP,1,58,gaussian,17206
HTP',0,58,gaussian,17206
HTP,0,61,linear,18273
